"ALIASNAME";"Höhe ü NN";"Breite";"Länge";"nieder";"Breite";"Lange"
"NEUDROSSENFELD";357;"50°01'";"11°30'";663.6;50.02;11.5
"NEUE TRAUNSTEINER HUETTE";1560;"47°38'";"12°48'";2062.1;47.63;12.8
"NEUENAHR,BAD-AHRWEILER";111;"50°32'";"07°05'";661.6;50.53;7.08
"NEUENBURG";213;"47°48'";"07°33'";733.5;47.8;7.55
"NEUENDETTELSAU";438;"49°17'";"10°47'";693.5;49.28;10.78
"NEUENKIRCHEN,KR.OSNABR.";56;"52°25'";"07°50'";773.5;52.42;7.83
"NEUENKIRCHEN/OL.-VOERDEN";42;"52°28'";"08°05'";734.3;52.47;8.08
"NEUENRADE";339;"51°17'";"07°47'";1204.9;51.28;7.78
"NEUENSTADT AM KOCHER";184;"49°13'";"09°20'";766.9;49.22;9.33
"NEUENSTEIN-MUEHLBACH";342;"50°55'";"09°33'";712.5;50.92;9.55
"NEUENTAL-ZIMMERSRODE";205;"51°01'";"09°15'";646.1;51.02;9.25
"NEUFAHRN";463;"48°19'";"11°39'";823.4;48.32;11.65
"NEUFFEN";394;"48°33'";"09°22'";926.6;48.55;9.37
"NEUGATTERSLEBEN";72;"51°51'";"11°42'";466.0;51.85;11.7
"NEUGERSDORF";445;"50°58'";"14°36'";742.8;50.97;14.6
"NEUHARDENBERG";14;"52°35'";"14°14'";512.0;52.58;14.23
"NEUHAUS/ELBE";10;"53°17'";"10°56'";560.8;53.28;10.93
"NEUHAUS/MFR.-MOSENBERG";393;"49°39'";"11°33'";814.9;49.65;11.55
"NEUHAUS/OSTE";3;"53°48'";"09°02'";814.6;53.8;9.03
"NEUHAUSEN/ERZG.-RAUSCHEN";615;"50°41'";"13°29'";974.5;50.68;13.48
"NEUHAUSEN/ERZGEB.";593;"50°41'";"13°28'";905.5;50.68;13.47
"NEUHOEHE";386;"50°51'";"07°48'";1112.1;50.85;7.8
"NEUHOF,KR.FULDA";285;"50°27'";"09°37'";886.5;50.45;9.62
"NEUKALEN";6;"53°49'";"12°47'";599.4;53.82;12.78
"NEUKIRCH/LAUSITZ";320;"51°06'";"14°18'";847.6;51.1;14.3
"NEUKIRCHEN (ALTMARK)";25;"52°52'";"11°51'";504.3;52.87;11.85
"NEUKIRCHEN-BAL.-MEIDENR.";465;"49°18'";"12°27'";720.6;49.3;12.45
"NEUKIRCHEN-DAENKRITZ";310;"50°46'";"12°25'";615.5;50.77;12.42
"NEUKIRCHEN-HAUPTSCHWENDA";500;"50°53'";"09°24'";803.8;50.88;9.4
"NEUKIRCHEN-SEIGERTSHAUSN";380;"50°55'";"09°21'";685.0;50.92;9.35
"NEUKIRCHEN/OPF.-HAID";479;"49°30'";"11°38'";794.0;49.5;11.63
"NEUKLOSTER";35;"53°52'";"11°41'";634.3;53.87;11.68
"NEULAND-WATERNEVERSTORF";4;"54°21'";"10°36'";661.5;54.35;10.6
"NEUMARK";375;"50°39'";"12°21'";628.3;50.65;12.35
"NEUMARKT-ST.VEIT";460;"48°21'";"12°29'";873.7;48.35;12.48
"NEUMARKT/OPF.";420;"49°16'";"11°27'";818.1;49.27;11.45
"NEUMUENSTER";26;"54°05'";"09°58'";874.5;54.08;9.97
"NEUNBURG V.W-MITTERASCH.";420;"49°22'";"12°23'";828.2;49.37;12.38
"NEUNK.-SEELSCH.-MEISENB.";185;"50°53'";"07°18'";1005.3;50.88;7.3
"NEUNKIRCHEN,KR.MILTENBG.";330;"49°42'";"09°24'";747.7;49.7;9.4
"NEUNKIRCHEN,KR.SIEGEN-W.";350;"50°48'";"08°00'";1040.8;50.8;8
"NEUNKIRCHEN-WELLESWEILER";236;"49°20'";"07°13'";911.3;49.33;7.22
"NEUNKIRCHEN-WIEBELSK.";259;"49°22'";"07°11'";854.9;49.37;7.18
"NEUNKIRCHEN/BADEN";300;"49°23'";"09°00'";1047.5;49.38;9
"NEUREICHENAU-DUSCHLBERG";880;"48°47'";"13°43'";1291.0;48.78;13.72
"NEUREICHENAU-KLAFFERSTR.";668;"48°43'";"13°48'";1108.0;48.72;13.8
"NEURIED-ALTENHEIM";148;"48°27'";"07°48'";751.7;48.45;7.8
"NEURUPPIN (WEWA)";38;"52°54'";"12°48'";510.9;52.9;12.8
"NEUSAESS";525;"48°22'";"10°49'";871.0;48.37;10.82
"NEUSCHOENAU-ALTSCHOENAU";730;"48°54'";"13°27'";1222.3;48.9;13.45
"NEUSS";39;"51°11'";"06°41'";765.2;51.18;6.68
"NEUSTADT A.RENNSTEIG";800;"50°34'";"10°56'";1134.1;50.57;10.93
"NEUSTADT AM RUEBENBERGE";40;"52°29'";"09°26'";709.7;52.48;9.43
"NEUSTADT IN HOLSTEIN";3;"54°07'";"10°49'";643.3;54.12;10.82
"NEUSTADT,BAD";230;"50°18'";"10°10'";653.1;50.3;10.17
"NEUSTADT,KR.MARBURG-BIE.";257;"50°51'";"09°07'";668.1;50.85;9.12
"NEUSTADT-EICHSFELD";310;"51°28'";"10°27'";703.1;51.47;10.45
"NEUSTADT-GLEWE";35;"53°22'";"11°36'";640.1;53.37;11.6
"NEUSTADT-GLEWE-FRIEDRICH";36;"53°27'";"11°34'";620.1;53.45;11.57
"NEUSTADT/AISCH";315;"49°34'";"10°36'";690.7;49.57;10.6
"NEUSTADT/AISCH-UNTERNES.";318;"49°34'";"10°31'";701.4;49.57;10.52
"NEUSTADT/DOSSE";35;"52°51'";"12°26'";533.6;52.85;12.43
"NEUSTADT/DOSSE-KAMPEHL";39;"52°52'";"12°27'";528.3;52.87;12.45
"NEUSTADT/HARZ(TALSP.)";454;"51°34'";"10°52'";811.4;51.57;10.87
"NEUSTADT/KULM";516;"49°49'";"11°50'";783.1;49.82;11.83
"NEUSTADT/OFR.-WILDENHEID";342;"50°20'";"11°07'";775.1;50.33;11.12
"NEUSTADT/ORLA";310;"50°44'";"11°44'";633.3;50.73;11.73
"NEUSTADT/WSTR. (WST)";163;"49°21'";"08°08'";668.3;49.35;8.13
"NEUSTADT/WSTR.(HEIDEHOF)";125;"49°20'";"08°10'";554.2;49.33;8.17
"NEUSTRELITZ";64;"53°20'";"13°05'";584.2;53.33;13.08
"NEUTRAUBLING";332;"48°59'";"12°12'";650.8;48.98;12.2
"NEUTREBBIN";5;"52°40'";"14°11'";454.7;52.67;14.18
"NEUTZ";154;"51°36'";"11°50'";479.8;51.6;11.83
"NEUWEILER,KR.CALW";641;"48°39'";"08°35'";1115.2;48.65;8.58
"NEUWERK (INSEL)";3;"53°55'";"08°30'";743.3;53.92;8.5
"NEUWIED";91;"50°26'";"07°25'";664.0;50.43;7.42
"NEUWIED (A)";125;"50°28'";"07°26'";600.0;50.47;7.43
"NEWEL";365;"49°48'";"06°35'";836.5;49.8;6.58
"NEXDORF";93;"51°38'";"13°22'";567.2;51.63;13.37
"NIDDA(KLAERANLAGE)";132;"50°24'";"08°59'";696.5;50.4;8.98
"NIDDA-OBER LAIS";270;"50°25'";"09°06'";797.0;50.42;9.1
"NIDDA-STORNFELS";285;"50°29'";"09°02'";814.4;50.48;9.03
"NIDDERAU-ERBSTADT";162;"50°16'";"08°51'";641.6;50.27;8.85
"NIDDERAU-WINDECKEN";180;"50°14'";"08°53'";673.3;50.23;8.88
"NIEBUELL";4;"54°47'";"08°50'";853.2;54.78;8.83
"NIEDERAULA-SOLMS";216;"50°46'";"09°35'";635.8;50.77;9.58
"NIEDERLICHTENAU";254;"50°54'";"13°00'";731.4;50.9;13
"NIEDERNDODELEBEN";95;"52°07'";"11°30'";509.6;52.12;11.5
"NIEDERNHAUSEN";263;"50°10'";"08°19'";680.9;50.17;8.32
"NIEDERODERWITZ";308;"50°57'";"14°44'";673.7;50.95;14.73
"NIEDERSTETTEN-WERMUTSHS.";400;"49°25'";"09°57'";751.2;49.42;9.95
"NIEDERSTOTZINGEN";451;"48°32'";"10°14'";724.7;48.53;10.23
"NIEDERSTRIEGIS";198;"51°04'";"13°09'";668.9;51.07;13.15
"NIEDERWIESA";295;"50°52'";"13°01'";687.0;50.87;13.02
"NIEDERWOERRESBACH";302;"49°46'";"07°20'";718.4;49.77;7.33
"NIEGRIPP";41;"52°16'";"11°46'";501.0;52.27;11.77
"NIEHEIM";230;"51°48'";"09°06'";908.4;51.8;9.1
"NIEMEGK";70;"52°04'";"12°41'";536.0;52.07;12.68
"NIENBURG";26;"52°38'";"09°12'";703.6;52.63;9.2
"NIENSTEDT/DEISTER";170;"52°15'";"09°26'";804.4;52.25;9.43
"NIEPARS";26;"54°18'";"12°55'";643.5;54.3;12.92
"NISTER";290;"50°40'";"07°50'";972.8;50.67;7.83
"NITTENAU-HARTING";430;"49°10'";"12°16'";778.3;49.17;12.27
"NITTENAU-REISACH";406;"49°11'";"12°15'";665.2;49.18;12.25
"NOEBELN-MEUSEN";237;"51°00'";"12°48'";671.3;51;12.8
"NOERDLINGEN";425;"48°51'";"10°30'";648.3;48.85;10.5
"NOERTEN-HARDENBERG";163;"51°38'";"09°57'";660.1;51.63;9.95
"NOHFELDEN-TUERKISMUEHLE";374;"49°34'";"07°06'";1204.8;49.57;7.1
"NORDDORF/AMRUM";9;"54°40'";"08°20'";805.7;54.67;8.33
"NORDEN";2;"53°36'";"07°12'";836.7;53.6;7.2
"NORDEN-NORDDEICH";1;"53°37'";"07°09'";787.7;53.62;7.15
"NORDENHAM";1;"53°29'";"08°27'";747.7;53.48;8.45
"NORDERNEY (WEWA)";11;"53°42'";"07°09'";769.3;53.7;7.15
"NORDERSTEDT-GARSTEDT";28;"53°41'";"09°59'";774.3;53.68;9.98
"NORDGEORGSFEHN";5;"53°16'";"07°40'";759.0;53.27;7.67
"NORDHACKSTEDT";12;"54°44'";"09°09'";882.0;54.73;9.15
"NORDHALBEN";621;"50°22'";"11°30'";1058.9;50.37;11.5
"NORDHAUSEN";172;"51°29'";"10°48'";624.9;51.48;10.8
"NORDHOLZ";16;"53°47'";"08°38'";840.4;53.78;8.63
"NORDHORN";24;"52°26'";"07°06'";786.8;52.43;7.1
"NORDKIRCHEN";61;"51°44'";"07°31'";828.4;51.73;7.52
"NORDRACH-BAEUMLISBERG";285;"48°23'";"08°04'";1161.3;48.38;8.07
"NORDSTEMMEN-BURGSTEMMEN";83;"52°08'";"09°46'";630.3;52.13;9.77
"NORDSTRAND-OSTERKOOG";1;"54°29'";"08°51'";714.9;54.48;8.85
"NORDSTRANDISCHMOOR";5;"54°33'";"08°48'";606.1;54.55;8.8
"NORDWEIL";205;"48°12'";"07°49'";870.5;48.2;7.82
"NORGAARDHOLZ";15;"54°47'";"09°47'";753.6;54.78;9.78
"NORTHEIM";121;"51°43'";"09°59'";640.4;51.72;9.98
"NORTHEIM-IMBSHAUSEN";212;"51°45'";"10°02'";709.9;51.75;10.03
"NORTORF";31;"54°10'";"09°52'";826.8;54.17;9.87
"NOSSENTINER HUETTE";70;"53°32'";"12°25'";584.2;53.53;12.42
"NOTTFELD";33;"54°36'";"09°45'";781.6;54.6;9.75
"NOTTULN";96;"51°56'";"07°22'";845.1;51.93;7.37
"NUERBURG (WST)";627;"50°20'";"06°57'";871.6;50.33;6.95
"NUERNBERG (GASWERK)";310;"49°26'";"11°04'";632.9;49.43;11.07
"NUERNBERG(TIERGARTEN)";325;"49°26'";"11°08'";709.8;49.43;11.13
"NUERNBERG-BUCHENBUEHL";335;"49°30'";"11°06'";744.1;49.5;11.1
"NUERNBERG-KRA.(FLUGWEWA)";314;"49°30'";"11°03'";644.2;49.5;11.05
"NUERNBERG-NETZSTALL";368;"49°25'";"11°15'";728.3;49.42;11.25
"NUERNBERG-REICHEL.KELLER";323;"49°22'";"11°02'";655.0;49.37;11.03
"NUERTINGEN-OBERENSINGEN";280;"48°37'";"09°19'";809.3;48.62;9.32
"NUFRINGEN";455;"48°37'";"08°53'";722.7;48.62;8.88
"NUSSE";35;"53°39'";"10°35'";662.7;53.65;10.58
"NUTHA";57;"51°57'";"12°00'";526.5;51.95;12
"OBER-OLM";205;"49°56'";"08°11'";620.2;49.93;8.18
"OBER-RAMSTADT";205;"49°49'";"08°44'";952.7;49.82;8.73
"OBERAMMERGAU";835;"47°36'";"11°03'";1470.8;47.6;11.05
"OBERAU";674;"47°33'";"11°07'";1523.0;47.55;11.12
"OBERAUDORF";490;"47°39'";"12°10'";1298.6;47.65;12.17
"OBERAULA";340;"50°51'";"09°28'";712.8;50.85;9.47
"OBERAURACH-FATSCHENBRUNN";426;"49°55'";"10°35'";800.8;49.92;10.58
"OBERBERGKIRCHEN-SCHOERG.";458;"48°18'";"12°22'";922.5;48.3;12.37
"OBERBOBRITZSCH";430;"50°52'";"13°27'";799.6;50.87;13.45
"OBERBOESA";240;"51°17'";"11°01'";556.5;51.28;11.02
"OBERDACHSTETTEN";430;"49°24'";"10°26'";643.3;49.4;10.43
"OBERELSBACH-SONDERNAU";420;"50°25'";"10°05'";839.7;50.42;10.08
"OBERFAHLHEIM";460;"48°25'";"10°08'";699.4;48.42;10.13
"OBERGUENZBURG";738;"47°50'";"10°24'";1280.6;47.83;10.4
"OBERHARMERSBACH";320;"48°23'";"08°09'";1447.8;48.38;8.15
"OBERHAUSEN (KAISERGART.)";33;"51°29'";"06°52'";837.7;51.48;6.87
"OBERHAUSEN-STERKRADE";33;"51°31'";"06°49'";784.4;51.52;6.82
"OBERHAUSEN/DONAU-SINNING";410;"48°41'";"11°06'";736.3;48.68;11.1
"OBERHOF";810;"50°42'";"10°43'";1164.8;50.7;10.72
"OBERHOF (FORSTH.SATTELBA";820;"50°41'";"10°44'";1282.3;50.68;10.73
"OBERKIRCH";190;"48°31'";"08°05'";1146.4;48.52;8.08
"OBERKOTZAU";500;"50°15'";"11°55'";748.0;50.25;11.92
"OBERLEICHTERSBACH-MODLOS";470;"50°16'";"09°46'";1058.1;50.27;9.77
"OBERLICHTENAU-NIEDERL.";220;"51°14'";"13°59'";747.0;51.23;13.98
"OBERNBURG";175;"49°50'";"09°08'";810.9;49.83;9.13
"OBERNDORF/NECKAR";516;"48°17'";"08°34'";1015.9;48.28;8.57
"OBERNDORF/OSTE";1;"53°45'";"09°08'";801.3;53.75;9.13
"OBERNZELL";360;"48°33'";"13°39'";1035.1;48.55;13.65
"OBEROEWISHEIM";149;"49°09'";"08°41'";794.0;49.15;8.68
"OBEROPPURG";335;"50°41'";"11°40'";578.7;50.68;11.67
"OBEROSTENDORF-GUTENBERG";668;"47°57'";"10°42'";1016.2;47.95;10.7
"OBERPFRAMMERN";618;"48°01'";"11°48'";1218.3;48.02;11.8
"OBERPIERSCHEID-PHILIPPS.";525;"50°03'";"06°23'";1148.0;50.05;6.38
"OBERREICHENBACH";639;"48°44'";"08°39'";1056.0;48.73;8.65
"OBERREUTE";903;"47°33'";"09°56'";2007.1;47.55;9.93
"OBERRIED";570;"49°07'";"13°03'";1040.6;49.12;13.05
"OBERRIED-HOFSGRUND";1023;"47°54'";"07°53'";1700.1;47.9;7.88
"OBERRIED-ST.WILHELM";920;"47°53'";"07°57'";1814.3;47.88;7.95
"OBERRIED-ZASTLER";625;"47°55'";"08°00'";1520.0;47.92;8
"OBERRIED/BADEN";468;"47°55'";"07°56'";1419.3;47.92;7.93
"OBERROIDHAM";550;"48°00'";"12°41'";1156.8;48;12.68
"OBERSCHEINFELD-APPENFEL.";369;"49°44'";"10°29'";731.0;49.73;10.48
"OBERSCHOENA-BRAEUNSDORF";390;"50°56'";"13°13'";745.6;50.93;13.22
"OBERSCHOENAU";525;"50°42'";"10°36'";1026.8;50.7;10.6
"OBERSINN";215;"50°12'";"09°37'";781.2;50.2;9.62
"OBERSTADTFELD";421;"50°10'";"06°46'";889.9;50.17;6.77
"OBERSTAUFEN-STEIBIS";890;"47°31'";"10°02'";2143.0;47.52;10.03
"OBERSTAUFEN-THALKIRCHDF.";748;"47°33'";"10°05'";1773.9;47.55;10.08
"OBERSTDORF (WEWA)";806;"47°23'";"10°16'";1831.3;47.38;10.27
"OBERSTDORF-BIRGSAU";950;"47°20'";"10°16'";1827.9;47.33;10.27
"OBERSTDORF-ROHRMOOS";1067;"47°24'";"10°10'";2318.4;47.4;10.17
"OBERSTEINA";185;"51°11'";"13°06'";630.0;51.18;13.1
"OBERSTENFELD-PREVORST";468;"49°03'";"09°23'";976.9;49.05;9.38
"OBERSULM-WILLSBACH";230;"49°07'";"09°21'";830.2;49.12;9.35
"OBERTHULBA";285;"50°12'";"09°57'";750.1;50.2;9.95
"OBERTRUBACH";435;"49°41'";"11°21'";960.1;49.68;11.35
"OBERURSEL";185;"50°12'";"08°35'";785.0;50.2;8.58
"OBERVIECHTACH";596;"49°27'";"12°26'";844.2;49.45;12.43
"OBERVOGELGESANG";120;"50°57'";"13°59'";678.7;50.95;13.98
"OBERWEISSBACH";632;"50°35'";"11°08'";861.0;50.58;11.13
"OBERWEISSENBRUNN";630;"50°25'";"09°57'";1102.1;50.42;9.95
"OBERWESEL";110;"50°06'";"07°42'";604.4;50.1;7.7
"OBERWESER-GIESELWERDER";125;"51°36'";"09°32'";849.3;51.6;9.53
"OBERWIESENTHAL, KURORT";850;"50°25'";"12°59'";1058.7;50.42;12.98
"OBING";565;"48°00'";"12°24'";1215.2;48;12.4
"OCHSENBACH";280;"49°01'";"08°59'";787.0;49.02;8.98
"OCHSENKOPF";1014;"50°01'";"11°48'";1312.0;50.02;11.8
"OCHTRUP";56;"52°12'";"07°10'";750.4;52.2;7.17
"ODENTHAL-OSENAU";81;"51°02'";"07°06'";966.4;51.03;7.1
"ODERBERG/MARK";30;"52°52'";"14°02'";525.4;52.87;14.03
"OEBISFELDE";62;"52°26'";"10°59'";562.3;52.43;10.98
"OEBISFELDE,BUCHHORST";57;"52°29'";"11°02'";554.4;52.48;11.03
"OEDELSHEIM";130;"51°35'";"09°35'";766.4;51.58;9.58
"OEDERAN";383;"50°51'";"13°10'";789.7;50.85;13.17
"OEHRINGEN (WEWA)";276;"49°12'";"09°31'";841.3;49.2;9.52
"OELDE";95;"51°49'";"08°09'";797.5;51.82;8.15
"OELSEN";555;"50°48'";"13°56'";682.4;50.8;13.93
"OELSNITZ/VOGTL.";436;"50°25'";"12°10'";664.9;50.42;12.17
"OELSNITZ/VOGTL. (TS PIRK)";407;"50°25'";"12°05'";604.1;50.42;12.08
"OERLENBACH";320;"50°08'";"10°08'";697.4;50.13;10.13
"OERLINGHAUSEN";180;"51°58'";"08°39'";1026.0;51.97;8.65
"OERSBERG-ARRILD";48;"54°40'";"09°49'";762.7;54.67;9.82
"OESTRINGEN";165;"49°13'";"08°42'";802.6;49.22;8.7
"OETTELIN";30;"53°51'";"12°03'";672.3;53.85;12.05
"OETTERSDORF";470;"50°36'";"11°49'";623.2;50.6;11.82
"OETTINGEN,KR.NOERDLINGEN";420;"48°57'";"10°37'";656.8;48.95;10.62
"OEVERSEE-FROERUP";28;"54°42'";"09°26'";857.1;54.7;9.43
"OEYNHAUSEN,BAD";70;"52°12'";"08°47'";724.8;52.2;8.78
"OFFENBACH/M. (STADT)";110;"50°05'";"08°45'";677.1;50.08;8.75
"OFFENBURG";153;"48°27'";"07°55'";879.8;48.45;7.92
"OFFENSEN";158;"51°37'";"09°41'";743.2;51.62;9.68
"OFFLEBEN";100;"52°09'";"11°02'";548.0;52.15;11.03
"OGROSEN";73;"51°42'";"14°02'";543.5;51.7;14.03
"OHLENSTEDT";26;"53°18'";"08°46'";717.0;53.3;8.77
"OHLSBACH";176;"48°25'";"07°59'";1055.0;48.42;7.98
"OHLSTADT-SCHWAIGANGER";660;"47°39'";"11°15'";1314.3;47.65;11.25
"OHRENBACH";405;"49°28'";"10°12'";675.5;49.47;10.2
"OKER I";208;"51°54'";"10°29'";834.5;51.9;10.48
"OLBERNHAU";532;"50°38'";"13°20'";856.1;50.63;13.33
"OLBERSDORF";305;"50°51'";"14°45'";606.3;50.85;14.75
"OLDENBORSTEL";30;"54°04'";"09°31'";913.3;54.07;9.52
"OLDENBURG";5;"53°06'";"08°15'";749.9;53.1;8.25
"OLDENBURG IN HOLSTEIN";5;"54°17'";"10°54'";651.6;54.28;10.9
"OLDESLOE,BAD";15;"53°48'";"10°23'";747.3;53.8;10.38
"OLDISLEBEN";129;"51°18'";"11°10'";521.7;51.3;11.17
"OLFEN";48.5;"51°42'";"07°21'";813.7;51.7;7.35
"OLPE";305;"51°02'";"07°51'";1180.6;51.03;7.85
"OLSBERG-BRUNSKAPPEL";413;"51°16'";"08°28'";1141.3;51.27;8.47
"OLSDORF";305;"49°55'";"06°22'";840.9;49.92;6.37
"OPFENBACH";595;"47°37'";"09°50'";1513.0;47.62;9.83
"OPPACH";320;"51°03'";"14°30'";753.5;51.05;14.5
"OPPAU (KR.LUDWIGSHAFEN)";92;"49°31'";"08°24'";549.6;49.52;8.4
"OPPENAU";315;"48°29'";"08°10'";1479.5;48.48;8.17
"OPPENHEIM";85;"49°50'";"08°22'";545.0;49.83;8.37
"ORANIENBAUM";63;"51°48'";"12°24'";559.6;51.8;12.4
"ORANIENBURG";35;"52°45'";"13°12'";560.0;52.75;13.2
"ORANIENBURG (SCHLEUSE)";38;"52°45'";"13°16'";545.4;52.75;13.27
"ORB,BAD";230;"50°14'";"09°19'";903.2;50.23;9.32
"ORLISHAUSEN";141;"51°09'";"11°12'";506.2;51.15;11.2
"ORTENBERG";136;"50°21'";"09°03'";787.4;50.35;9.05
"ORTENBURG";382;"48°32'";"13°13'";850.7;48.53;13.22
"OSCHATZ (WEWA)";150;"51°17'";"13°05'";570.4;51.28;13.08
"OSCHERSLEBEN/BODE";80;"52°01'";"11°13'";489.1;52.02;11.22
"OSDORF";15;"54°25'";"10°01'";753.4;54.42;10.02
"OSNABRUECK (AWST)";95;"52°15'";"08°03'";856.0;52.25;8.05
"OSNABRUECK-DUESTRUP";69;"52°16'";"08°07'";849.7;52.27;8.12
"OSNABRUECK-HASTE";67;"52°18'";"08°02'";765.6;52.3;8.03
"OSTENHOLZ";46;"52°46'";"09°43'";748.3;52.77;9.72
"OSTERBURG/ALTMARK";24;"52°47'";"11°45'";534.0;52.78;11.75
"OSTERCAPPELN-VENNE";61;"52°23'";"08°10'";791.7;52.38;8.17
"OSTERFELD (AWST)";246;"51°05'";"11°55'";552.0;51.08;11.92
"OSTERFELD (NST)";200;"51°05'";"11°55'";571.5;51.08;11.92
"OSTERHAGEN";320;"51°36'";"10°29'";925.6;51.6;10.48
"OSTERHAUSEN";163;"51°27'";"11°30'";523.4;51.45;11.5
"OSTERHOF";338;"49°30'";"07°16'";940.6;49.5;7.27
"OSTERHOFEN";317;"48°43'";"13°01'";816.0;48.72;13.02
"OSTERHOLZ-SCHARMBECK";15;"53°14'";"08°48'";728.8;53.23;8.8
"OSTERODE-SCHWIEGERSHAUS.";185;"51°41'";"10°13'";742.7;51.68;10.22
"OSTERODE/HARZ";285;"51°43'";"10°16'";849.7;51.72;10.27
"OSTERODE/HARZ-FOERSTE";151;"51°44'";"10°11'";795.9;51.73;10.18
"OSTERODE/HARZ-LERBACH";320;"51°45'";"10°18'";1032.9;51.75;10.3
"OSTERSODE";4;"53°20'";"08°59'";790.9;53.33;8.98
"OSTERZELL-STOCKEN";760;"47°52'";"10°45'";1151.3;47.87;10.75
"OSTRAU";160;"51°12'";"13°10'";588.8;51.2;13.17
"OSTRHAUDERFEHN-POTSHSN.";1;"53°12'";"07°35'";759.2;53.2;7.58
"OTTBERGEN";121;"52°09'";"10°05'";659.5;52.15;10.08
"OTTENDORF";240;"50°49'";"11°49'";636.8;50.82;11.82
"OTTENSTEIN";270;"51°57'";"09°25'";857.0;51.95;9.42
"OTTERFING";669;"47°55'";"11°41'";1264.8;47.92;11.68
"OTTERNDORF";1;"53°48'";"08°54'";797.0;53.8;8.9
"OTTERSBERG-OTTERSTEDT";17;"53°08'";"09°09'";738.0;53.13;9.15
"OTTOBEUREN";665;"47°55'";"10°18'";1138.9;47.92;10.3
"OTTRAU-IMMICHENHAIN";340;"50°48'";"09°21'";672.5;50.8;9.35
"OTZING";328;"48°45'";"12°48'";729.4;48.75;12.8
"OVELGOENNE";3;"53°23'";"08°27'";746.7;53.38;8.45
"OVERATH-IMMEKEPPEL";110;"50°57'";"07°14'";1036.5;50.95;7.23
"OWINGEN";530;"47°49'";"09°11'";914.0;47.82;9.18
"OY-MITTELBERG";1010;"47°38'";"10°25'";1447.1;47.63;10.42
"PADERBORN";105;"51°44'";"08°44'";828.7;51.73;8.73
"PAEWESIN";32;"52°30'";"12°42'";533.4;52.5;12.7
"PAHREN";395;"50°39'";"11°54'";623.3;50.65;11.9
"PAINTEN";515;"49°00'";"11°49'";716.3;49;11.82
"PANSFELDE";275;"51°39'";"11°16'";555.3;51.65;11.27
"PANSFELDE (BURG FALK.)";326;"51°42'";"11°16'";571.2;51.7;11.27
"PARCHEN";36;"52°21'";"12°05'";496.1;52.35;12.08
"PARCHIM";48;"53°26'";"11°49'";597.3;53.43;11.82
"PAREY";40;"52°23'";"11°59'";499.2;52.38;11.98
"PARMEN-WEGGUN";97;"53°21'";"13°34'";556.4;53.35;13.57
"PARSAU";64;"52°32'";"10°53'";620.8;52.53;10.88
"PARSBERG/OPF.-EGLWANG";549;"49°09'";"11°41'";778.2;49.15;11.68
"PARUM";10;"53°48'";"12°06'";587.1;53.8;12.1
"PASEWALK";10;"53°30'";"13°59'";529.6;53.5;13.98
"PASSAU-MAIERHOF";327;"48°34'";"13°25'";774.0;48.57;13.42
"PASSAU-OBERHAUS (WST)";409;"48°34'";"13°28'";936.6;48.57;13.47
"PASSEE";87;"53°57'";"11°46'";675.5;53.95;11.77
"PASSOW";12;"53°08'";"14°06'";579.6;53.13;14.1
"PAULINZELLA";368;"50°42'";"11°06'";610.9;50.7;11.1
"PAUSA-UNTERREICHENAU";442;"50°36'";"11°59'";647.6;50.6;11.98
"PAUSA-WALLENGRUEN";407;"50°35'";"11°58'";656.3;50.58;11.97
"PECHBRUNN";540;"49°58'";"12°09'";776.0;49.97;12.15
"PEGNITZ";440;"49°44'";"11°32'";821.9;49.73;11.53
"PEGNITZ-HUFEISEN";451;"49°41'";"11°29'";958.1;49.68;11.48
"PEGNITZ-TROCKAU";515;"49°49'";"11°29'";844.1;49.82;11.48
"PEICKWITZ";102;"51°27'";"13°59'";712.3;51.45;13.98
"PEINE";70;"52°19'";"10°15'";669.1;52.32;10.25
"PEISSEN";95;"51°30'";"12°03'";471.1;51.5;12.05
"PEITING-HERZOGSAEGMUEHLE";704;"47°49'";"10°56'";1124.2;47.82;10.93
"PEITZ";60;"51°50'";"14°25'";539.0;51.83;14.42
"PELLINGEN";447;"49°40'";"06°40'";992.1;49.67;6.67
"PELLWORM";1;"54°31'";"08°36'";785.3;54.52;8.6
"PELZERHAKEN";4;"54°05'";"10°52'";621.0;54.08;10.87
"PEMFLING-GRAFENKIRCHEN";501;"49°18'";"12°37'";935.6;49.3;12.62
"PENKUN";32;"53°17'";"14°14'";507.9;53.28;14.23
"PENNEWITZ";500;"50°39'";"11°03'";681.0;50.65;11.05
"PENTLING-MATTING";338;"48°57'";"12°00'";703.4;48.95;12
"PENZLIN";55;"53°28'";"13°04'";486.5;53.47;13.07
"PERLEBERG";40;"53°04'";"11°52'";580.4;53.07;11.87
"PERLESREUT";540;"48°47'";"13°26'";991.0;48.78;13.43
"PERLIN";60;"53°35'";"11°10'";619.2;53.58;11.17
"PETERSAURACH-WICKLESGR.";449;"49°19'";"10°42'";744.0;49.32;10.7
"PETERSBERG-DREHLITZ";125;"51°36'";"11°58'";499.0;51.6;11.97
"PETERSBERG-MARBACH";305;"50°37'";"09°43'";713.4;50.62;9.72
"PETERSDORF-SCHOENLEITEN";520;"48°31'";"11°00'";824.3;48.52;11
"PETERSHAGEN";43;"52°22'";"09°01'";705.5;52.37;9.02
